id,block,response,time_response,reward,points,key_a,key_s
1.000,1.000,2.000,32.181,1.000,220.000,0.599,0.655
1.000,1.000,2.000,33.043,1.000,230.000,0.658,0.678
1.000,1.000,2.000,33.901,0.000,230.000,0.818,0.687
1.000,1.000,2.000,35.105,1.000,240.000,0.742,0.680
1.000,1.000,2.000,35.956,1.000,250.000,0.725,0.605
1.000,1.000,2.000,36.783,1.000,260.000,0.645,0.760
1.000,1.000,2.000,37.660,1.000,270.000,0.537,0.790
1.000,1.000,2.000,38.542,1.000,280.000,0.461,0.815
1.000,1.000,2.000,39.399,0.000,280.000,0.372,0.738
1.000,1.000,2.000,40.231,1.000,290.000,0.355,0.866
1.000,1.000,2.000,41.033,1.000,300.000,0.401,0.896
1.000,1.000,2.000,41.875,0.000,300.000,0.401,0.816
1.000,1.000,2.000,42.713,0.000,300.000,0.299,0.678
1.000,1.000,1.000,44.036,0.000,300.000,0.317,0.706
1.000,1.000,2.000,45.330,1.000,310.000,0.397,0.546
1.000,1.000,2.000,46.197,0.000,310.000,0.373,0.471
1.000,1.000,1.000,47.294,1.000,320.000,0.304,0.319
1.000,1.000,1.000,48.197,0.000,320.000,0.379,0.221
1.000,1.000,2.000,49.049,1.000,330.000,0.355,0.166
1.000,1.000,2.000,50.016,0.000,330.000,0.318,0.132
1.000,1.000,1.000,50.813,0.000,330.000,0.237,0.204
1.000,1.000,2.000,51.700,0.000,330.000,0.243,0.344
1.000,1.000,2.000,52.537,0.000,330.000,0.187,0.324
1.000,1.000,2.000,53.450,0.000,330.000,0.319,0.281
1.000,1.000,1.000,54.272,1.000,340.000,0.309,0.254
1.000,1.000,1.000,55.204,1.000,350.000,0.348,0.160
1.000,1.000,1.000,56.064,0.000,350.000,0.411,0.201
1.000,1.000,2.000,56.943,0.000,350.000,0.400,0.172
1.000,1.000,1.000,57.723,0.000,350.000,0.304,0.283
1.000,1.000,1.000,58.557,0.000,350.000,0.276,0.265
1.000,1.000,2.000,59.399,0.000,350.000,0.235,0.184
1.000,1.000,1.000,60.457,0.000,350.000,0.197,0.287
1.000,1.000,1.000,61.434,1.000,360.000,0.366,0.239
1.000,1.000,1.000,62.322,0.000,360.000,0.291,0.222
1.000,1.000,2.000,63.189,0.000,360.000,0.441,0.252
1.000,1.000,2.000,64.101,0.000,360.000,0.499,0.316
1.000,1.000,1.000,64.768,1.000,370.000,0.434,0.241
1.000,1.000,1.000,65.720,0.000,370.000,0.509,0.261
1.000,1.000,1.000,66.622,1.000,380.000,0.540,0.287
1.000,1.000,1.000,67.504,0.000,380.000,0.472,0.232
1.000,1.000,2.000,68.367,1.000,390.000,0.414,0.376
1.000,1.000,2.000,69.234,0.000,390.000,0.557,0.402
1.000,1.000,1.000,70.086,1.000,400.000,0.578,0.393
1.000,1.000,1.000,70.998,1.000,410.000,0.678,0.440
1.000,1.000,2.000,71.895,0.000,410.000,0.700,0.531
1.000,1.000,1.000,73.049,0.000,410.000,0.722,0.637
1.000,1.000,1.000,74.097,1.000,420.000,0.668,0.665
1.000,1.000,1.000,74.974,1.000,430.000,0.691,0.686
1.000,1.000,1.000,75.881,1.000,440.000,0.585,0.641
1.000,1.000,1.000,76.783,1.000,450.000,0.496,0.680
1.000,1.000,1.000,77.700,0.000,450.000,0.372,0.636
1.000,1.000,2.000,78.632,1.000,460.000,0.295,0.675
1.000,1.000,2.000,79.620,1.000,470.000,0.151,0.689
1.000,1.000,2.000,80.548,1.000,480.000,0.291,0.817
1.000,1.000,2.000,81.495,1.000,490.000,0.301,0.715
1.000,1.000,2.000,82.372,1.000,500.000,0.275,0.598
1.000,1.000,2.000,83.299,0.000,500.000,0.112,0.631
1.000,1.000,1.000,84.211,0.000,500.000,0.190,0.605
1.000,1.000,2.000,85.099,0.000,500.000,0.218,0.565
1.000,1.000,2.000,85.981,1.000,510.000,0.254,0.456
1.000,1.000,2.000,86.853,1.000,520.000,0.312,0.417
1.000,1.000,2.000,87.730,0.000,520.000,0.216,0.243
1.000,1.000,1.000,88.627,1.000,530.000,0.267,0.288
1.000,1.000,1.000,89.560,0.000,530.000,0.273,0.372
1.000,1.000,2.000,90.422,1.000,540.000,0.325,0.285
1.000,1.000,2.000,91.319,1.000,550.000,0.245,0.518
1.000,1.000,2.000,92.261,1.000,560.000,0.235,0.472
1.000,1.000,2.000,93.164,0.000,560.000,0.340,0.435
1.000,1.000,2.000,94.151,1.000,570.000,0.253,0.577
1.000,1.000,2.000,95.068,1.000,580.000,0.302,0.636
1.000,1.000,2.000,96.041,0.000,580.000,0.276,0.618
1.000,1.000,2.000,97.118,0.000,580.000,0.287,0.646
1.000,1.000,1.000,98.061,0.000,580.000,0.304,0.555
1.000,1.000,1.000,98.914,1.000,590.000,0.225,0.484
1.000,1.000,1.000,99.820,1.000,600.000,0.298,0.346
1.000,1.000,1.000,100.788,0.000,600.000,0.246,0.391
1.000,1.000,2.000,101.775,0.000,600.000,0.203,0.490
1.000,1.000,2.000,102.742,0.000,600.000,0.302,0.413
1.000,1.000,1.000,103.721,0.000,600.000,0.206,0.410
1.000,1.000,1.000,105.019,0.000,600.000,0.133,0.452
1.000,1.000,2.000,105.911,0.000,600.000,0.143,0.404
1.000,1.000,2.000,106.844,0.000,600.000,0.129,0.575
1.000,1.000,1.000,107.726,0.000,600.000,0.167,0.643
1.000,1.000,1.000,108.708,1.000,610.000,0.126,0.705
1.000,1.000,1.000,109.806,0.000,610.000,0.222,0.743
1.000,1.000,1.000,110.713,0.000,610.000,0.151,0.564
1.000,1.000,2.000,111.615,0.000,610.000,0.187,0.523
1.000,1.000,2.000,112.492,0.000,610.000,0.182,0.457
1.000,1.000,1.000,113.475,0.000,610.000,0.111,0.658
1.000,1.000,2.000,114.402,0.000,610.000,0.208,0.491
1.000,1.000,2.000,115.225,0.000,610.000,0.262,0.534
1.000,1.000,2.000,116.121,0.000,610.000,0.290,0.477
1.000,1.000,1.000,116.933,1.000,620.000,0.301,0.451
1.000,1.000,1.000,117.901,0.000,620.000,0.366,0.489
1.000,1.000,1.000,118.848,0.000,620.000,0.325,0.405
1.000,1.000,2.000,119.825,0.000,620.000,0.459,0.373
1.000,1.000,2.000,120.843,1.000,630.000,0.375,0.438
1.000,1.000,2.000,121.845,1.000,640.000,0.341,0.348
1.000,1.000,2.000,122.697,0.000,640.000,0.453,0.332
1.000,1.000,2.000,123.674,0.000,640.000,0.434,0.289
1.000,1.000,1.000,124.529,1.000,650.000,0.439,0.384
1.000,1.000,1.000,125.469,1.000,660.000,0.418,0.346
1.000,1.000,1.000,126.346,0.000,660.000,0.305,0.279
1.000,1.000,2.000,127.318,1.000,670.000,0.365,0.320
1.000,1.000,2.000,128.245,1.000,680.000,0.363,0.295
1.000,1.000,2.000,129.133,1.000,690.000,0.362,0.368
1.000,1.000,2.000,130.060,0.000,690.000,0.405,0.298
1.000,1.000,2.000,131.072,1.000,700.000,0.442,0.470
1.000,1.000,2.000,131.960,1.000,710.000,0.464,0.362
1.000,1.000,2.000,132.897,1.000,720.000,0.465,0.451
1.000,1.000,2.000,133.769,1.000,730.000,0.361,0.545
1.000,1.000,2.000,134.647,1.000,740.000,0.387,0.463
1.000,1.000,2.000,135.509,1.000,750.000,0.398,0.423
1.000,1.000,2.000,136.346,0.000,750.000,0.447,0.352
1.000,1.000,2.000,137.233,0.000,750.000,0.512,0.430
1.000,1.000,2.000,138.053,0.000,750.000,0.490,0.438
1.000,1.000,1.000,138.812,0.000,750.000,0.460,0.466
1.000,1.000,1.000,139.649,1.000,760.000,0.338,0.543
1.000,1.000,1.000,140.531,0.000,760.000,0.317,0.584
1.000,1.000,2.000,141.408,1.000,770.000,0.373,0.631
1.000,1.000,2.000,142.315,0.000,770.000,0.355,0.533
1.000,1.000,2.000,143.157,0.000,770.000,0.375,0.405
1.000,1.000,1.000,143.959,1.000,780.000,0.347,0.400
1.000,1.000,1.000,144.863,0.000,780.000,0.376,0.331
1.000,1.000,1.000,145.739,0.000,780.000,0.357,0.425
1.000,1.000,2.000,146.626,0.000,780.000,0.349,0.313
1.000,1.000,2.000,147.498,0.000,780.000,0.282,0.420
1.000,1.000,2.000,148.366,1.000,790.000,0.196,0.437
1.000,1.000,2.000,149.297,0.000,790.000,0.175,0.336
1.000,1.000,1.000,150.350,0.000,790.000,0.104,0.432
1.000,1.000,1.000,151.257,0.000,790.000,0.103,0.377
1.000,1.000,1.000,152.214,0.000,790.000,0.149,0.433
1.000,1.000,2.000,153.187,0.000,790.000,0.202,0.390
1.000,1.000,2.000,154.127,0.000,790.000,0.244,0.419
1.000,1.000,2.000,154.986,1.000,800.000,0.234,0.463
1.000,1.000,2.000,155.893,0.000,800.000,0.271,0.323
1.000,1.000,1.000,156.760,0.000,800.000,0.258,0.292
1.000,1.000,1.000,157.663,0.000,800.000,0.251,0.196
1.000,1.000,2.000,158.535,0.000,800.000,0.261,0.128
1.000,1.000,1.000,159.462,0.000,800.000,0.346,0.140
1.000,1.000,1.000,160.324,1.000,810.000,0.449,0.258
1.000,1.000,1.000,161.271,0.000,810.000,0.353,0.253
1.000,1.000,1.000,162.123,1.000,820.000,0.404,0.257
1.000,1.000,1.000,163.012,0.000,820.000,0.406,0.312
1.000,1.000,2.000,163.930,0.000,820.000,0.330,0.306
1.000,1.000,2.000,164.801,0.000,820.000,0.226,0.299
1.000,1.000,2.000,165.668,0.000,820.000,0.153,0.396
1.000,1.000,1.000,166.540,0.000,820.000,0.222,0.491
1.000,1.000,1.000,167.462,0.000,820.000,0.200,0.442
1.000,1.000,2.000,168.374,0.000,820.000,0.113,0.345
1.000,1.000,2.000,169.262,1.000,830.000,0.129,0.383
1.000,1.000,2.000,170.144,0.000,830.000,0.307,0.347
1.000,1.000,2.000,171.021,0.000,830.000,0.257,0.381
1.000,1.000,1.000,171.858,0.000,830.000,0.326,0.348
1.000,1.000,1.000,172.690,0.000,830.000,0.308,0.366
1.000,1.000,1.000,173.762,0.000,830.000,0.376,0.466
1.000,1.000,2.000,174.740,1.000,840.000,0.483,0.419
1.000,1.000,2.000,175.667,1.000,850.000,0.451,0.676
1.000,1.000,2.000,176.529,1.000,860.000,0.489,0.683
1.000,1.000,2.000,177.391,1.000,870.000,0.542,0.645
1.000,1.000,2.000,178.228,1.000,880.000,0.673,0.763
1.000,1.000,2.000,179.085,1.000,890.000,0.607,0.832
1.000,1.000,2.000,179.977,0.000,890.000,0.832,0.707
1.000,1.000,2.000,180.995,1.000,900.000,0.792,0.752
1.000,1.000,2.000,181.757,1.000,910.000,0.719,0.702
1.000,1.000,2.000,182.659,1.000,920.000,0.749,0.863
1.000,1.000,2.000,183.571,1.000,930.000,0.831,0.777
