id,block,response,time_response,reward,points,key_a,key_s,key_d,key_f
1.000,4.000,3.000,30.861,0.000,180.000,0.599,0.618,0.579,0.410
1.000,4.000,1.000,31.698,0.000,180.000,0.609,0.561,0.571,0.452
1.000,4.000,2.000,32.580,0.000,180.000,0.590,0.594,0.566,0.409
1.000,4.000,4.000,33.451,1.000,190.000,0.536,0.565,0.713,0.301
1.000,4.000,4.000,34.289,0.000,190.000,0.456,0.591,0.645,0.354
1.000,4.000,4.000,35.156,1.000,200.000,0.350,0.645,0.706,0.404
1.000,4.000,4.000,36.023,0.000,200.000,0.367,0.740,0.705,0.396
1.000,4.000,4.000,36.870,0.000,200.000,0.417,0.666,0.614,0.421
1.000,4.000,3.000,37.757,0.000,200.000,0.346,0.718,0.655,0.380
1.000,4.000,2.000,38.595,1.000,210.000,0.287,0.680,0.621,0.398
1.000,4.000,2.000,39.490,0.000,210.000,0.369,0.567,0.477,0.422
1.000,4.000,2.000,40.329,0.000,210.000,0.363,0.606,0.508,0.500
1.000,4.000,1.000,41.246,1.000,220.000,0.444,0.633,0.597,0.598
1.000,4.000,1.000,42.123,0.000,220.000,0.358,0.644,0.493,0.613
1.000,4.000,3.000,43.035,0.000,220.000,0.378,0.550,0.459,0.533
1.000,4.000,4.000,44.075,0.000,220.000,0.455,0.728,0.642,0.595
1.000,4.000,4.000,45.146,1.000,230.000,0.462,0.607,0.610,0.602
1.000,4.000,4.000,46.053,0.000,230.000,0.499,0.702,0.611,0.499
1.000,4.000,2.000,46.940,0.000,230.000,0.482,0.733,0.496,0.562
1.000,4.000,3.000,47.827,1.000,240.000,0.479,0.559,0.437,0.494
1.000,4.000,3.000,48.690,0.000,240.000,0.476,0.698,0.425,0.611
1.000,4.000,3.000,49.582,1.000,250.000,0.565,0.567,0.577,0.559
1.000,4.000,3.000,50.524,0.000,250.000,0.506,0.628,0.688,0.547
1.000,4.000,3.000,51.391,0.000,250.000,0.426,0.675,0.617,0.548
1.000,4.000,1.000,52.243,0.000,250.000,0.389,0.620,0.603,0.556
1.000,4.000,2.000,53.105,1.000,260.000,0.324,0.656,0.559,0.593
1.000,4.000,2.000,54.003,0.000,260.000,0.402,0.548,0.491,0.554
1.000,4.000,4.000,54.910,1.000,270.000,0.481,0.594,0.561,0.588
1.000,4.000,4.000,55.772,1.000,280.000,0.432,0.535,0.580,0.596
1.000,4.000,4.000,56.719,0.000,280.000,0.471,0.574,0.442,0.643
1.000,4.000,4.000,57.581,1.000,290.000,0.479,0.599,0.383,0.642
1.000,4.000,4.000,58.453,0.000,290.000,0.478,0.674,0.462,0.641
1.000,4.000,4.000,59.310,0.000,290.000,0.563,0.669,0.578,0.695
1.000,4.000,2.000,60.243,1.000,300.000,0.592,0.625,0.572,0.621
1.000,4.000,2.000,61.150,0.000,300.000,0.620,0.581,0.579,0.741
1.000,4.000,3.000,62.122,1.000,310.000,0.714,0.571,0.466,0.658
1.000,4.000,3.000,63.019,1.000,320.000,0.673,0.713,0.443,0.519
1.000,4.000,3.000,63.806,1.000,330.000,0.607,0.698,0.361,0.552
1.000,4.000,3.000,64.729,0.000,330.000,0.612,0.749,0.396,0.635
1.000,4.000,1.000,65.686,1.000,340.000,0.553,0.682,0.564,0.652
1.000,4.000,1.000,66.628,1.000,350.000,0.445,0.740,0.402,0.632
1.000,4.000,1.000,67.560,1.000,360.000,0.553,0.633,0.349,0.437
1.000,4.000,1.000,68.422,0.000,360.000,0.550,0.674,0.377,0.370
1.000,4.000,2.000,69.345,1.000,370.000,0.475,0.672,0.278,0.352
1.000,4.000,2.000,70.282,1.000,380.000,0.507,0.501,0.321,0.306
1.000,4.000,2.000,71.174,1.000,390.000,0.404,0.396,0.456,0.281
1.000,4.000,2.000,72.061,1.000,400.000,0.475,0.436,0.515,0.379
1.000,4.000,2.000,72.971,1.000,410.000,0.456,0.498,0.581,0.334
1.000,4.000,2.000,73.832,0.000,410.000,0.506,0.451,0.647,0.270
1.000,4.000,2.000,74.759,0.000,410.000,0.619,0.378,0.667,0.347
1.000,4.000,3.000,75.742,1.000,420.000,0.566,0.469,0.544,0.409
1.000,4.000,3.000,76.674,0.000,420.000,0.544,0.411,0.527,0.358
1.000,4.000,3.000,77.621,0.000,420.000,0.503,0.365,0.405,0.316
1.000,4.000,2.000,78.523,1.000,430.000,0.453,0.520,0.337,0.270
1.000,4.000,2.000,79.526,0.000,430.000,0.443,0.570,0.531,0.288
1.000,4.000,2.000,80.498,1.000,440.000,0.367,0.551,0.546,0.405
1.000,4.000,2.000,81.451,0.000,440.000,0.280,0.591,0.560,0.425
1.000,4.000,4.000,82.403,1.000,450.000,0.492,0.686,0.559,0.419
1.000,4.000,4.000,83.360,1.000,460.000,0.408,0.686,0.738,0.477
1.000,4.000,4.000,84.177,1.000,470.000,0.306,0.603,0.654,0.551
1.000,4.000,4.000,85.024,0.000,470.000,0.291,0.508,0.668,0.470
1.000,4.000,4.000,85.977,0.000,470.000,0.288,0.638,0.568,0.524
1.000,4.000,1.000,86.819,0.000,470.000,0.343,0.603,0.451,0.538
1.000,4.000,1.000,87.696,1.000,480.000,0.305,0.667,0.451,0.613
1.000,4.000,1.000,88.583,0.000,480.000,0.272,0.674,0.463,0.592
1.000,4.000,2.000,89.470,1.000,490.000,0.338,0.582,0.489,0.628
1.000,4.000,2.000,90.418,1.000,500.000,0.284,0.679,0.471,0.645
1.000,4.000,2.000,91.295,1.000,510.000,0.427,0.688,0.453,0.606
1.000,4.000,2.000,92.207,0.000,510.000,0.320,0.610,0.419,0.621
1.000,4.000,3.000,93.180,0.000,510.000,0.371,0.666,0.380,0.650
1.000,4.000,2.000,94.167,1.000,520.000,0.310,0.693,0.389,0.690
1.000,4.000,2.000,95.155,1.000,530.000,0.457,0.750,0.421,0.649
1.000,4.000,2.000,96.082,0.000,530.000,0.458,0.706,0.514,0.635
1.000,4.000,2.000,97.029,0.000,530.000,0.494,0.611,0.520,0.522
1.000,4.000,4.000,97.937,1.000,540.000,0.582,0.657,0.559,0.556
1.000,4.000,4.000,98.879,0.000,540.000,0.630,0.681,0.684,0.615
1.000,4.000,3.000,99.882,1.000,550.000,0.503,0.706,0.727,0.556
1.000,4.000,3.000,100.834,1.000,560.000,0.435,0.728,0.680,0.430
1.000,4.000,3.000,101.781,0.000,560.000,0.483,0.676,0.624,0.340
1.000,4.000,1.000,102.804,0.000,560.000,0.522,0.650,0.609,0.415
1.000,4.000,3.000,103.688,1.000,570.000,0.498,0.681,0.603,0.357
1.000,4.000,3.000,104.630,0.000,570.000,0.468,0.649,0.603,0.415
1.000,4.000,3.000,105.547,1.000,580.000,0.446,0.622,0.613,0.372
1.000,4.000,3.000,106.485,0.000,580.000,0.441,0.619,0.545,0.500
1.000,4.000,4.000,107.397,1.000,590.000,0.522,0.658,0.478,0.521
1.000,4.000,4.000,108.364,1.000,600.000,0.591,0.679,0.387,0.594
1.000,4.000,4.000,109.312,1.000,610.000,0.594,0.439,0.347,0.707
1.000,4.000,4.000,110.209,1.000,620.000,0.701,0.358,0.390,0.607
1.000,4.000,4.000,111.156,1.000,630.000,0.530,0.415,0.303,0.584
1.000,4.000,4.000,112.028,0.000,630.000,0.549,0.395,0.404,0.560
1.000,4.000,4.000,112.966,0.000,630.000,0.500,0.366,0.381,0.397
1.000,4.000,4.000,113.908,0.000,630.000,0.614,0.320,0.366,0.412
1.000,4.000,3.000,114.880,0.000,630.000,0.550,0.336,0.365,0.392
1.000,4.000,2.000,115.803,1.000,640.000,0.448,0.534,0.382,0.549
1.000,4.000,2.000,116.745,1.000,650.000,0.461,0.501,0.394,0.704
1.000,4.000,2.000,117.717,0.000,650.000,0.423,0.377,0.338,0.681
1.000,4.000,1.000,118.710,0.000,650.000,0.274,0.308,0.365,0.669
1.000,4.000,1.000,119.652,0.000,650.000,0.309,0.333,0.359,0.543
1.000,4.000,3.000,120.630,1.000,660.000,0.280,0.338,0.499,0.448
1.000,4.000,3.000,121.622,1.000,670.000,0.304,0.365,0.483,0.449
1.000,4.000,3.000,122.584,1.000,680.000,0.276,0.483,0.441,0.515
1.000,4.000,3.000,123.532,1.000,690.000,0.383,0.578,0.386,0.525
1.000,4.000,3.000,124.474,0.000,690.000,0.371,0.576,0.333,0.493
1.000,4.000,3.000,125.442,1.000,700.000,0.409,0.577,0.460,0.572
1.000,4.000,3.000,126.434,1.000,710.000,0.479,0.610,0.554,0.544
1.000,4.000,3.000,127.391,0.000,710.000,0.391,0.436,0.465,0.522
1.000,4.000,2.000,128.379,0.000,710.000,0.470,0.394,0.528,0.571
1.000,4.000,2.000,129.331,1.000,720.000,0.572,0.365,0.632,0.476
1.000,4.000,2.000,130.339,1.000,730.000,0.342,0.405,0.630,0.515
1.000,4.000,2.000,131.286,0.000,730.000,0.467,0.375,0.560,0.514
1.000,4.000,2.000,132.253,0.000,730.000,0.414,0.365,0.560,0.377
1.000,4.000,3.000,133.211,0.000,730.000,0.335,0.587,0.619,0.368
1.000,4.000,3.000,134.199,1.000,740.000,0.450,0.571,0.670,0.284
1.000,4.000,3.000,135.141,1.000,750.000,0.352,0.591,0.723,0.341
1.000,4.000,3.000,136.114,1.000,760.000,0.384,0.560,0.626,0.255
1.000,4.000,3.000,137.046,1.000,770.000,0.351,0.610,0.597,0.297
1.000,4.000,3.000,137.963,0.000,770.000,0.372,0.562,0.559,0.386
1.000,4.000,3.000,138.941,0.000,770.000,0.426,0.420,0.627,0.527
1.000,4.000,4.000,139.913,0.000,770.000,0.478,0.355,0.656,0.510
1.000,4.000,4.000,140.861,1.000,780.000,0.535,0.423,0.750,0.457
1.000,4.000,4.000,141.838,1.000,790.000,0.436,0.362,0.709,0.533
1.000,4.000,4.000,142.805,1.000,800.000,0.411,0.254,0.643,0.511
1.000,4.000,4.000,143.783,0.000,800.000,0.368,0.317,0.503,0.541
1.000,4.000,4.000,144.750,0.000,800.000,0.335,0.329,0.428,0.502
1.000,4.000,3.000,145.768,1.000,810.000,0.250,0.468,0.400,0.443
1.000,4.000,3.000,146.725,0.000,810.000,0.305,0.546,0.411,0.524
1.000,4.000,2.000,147.717,0.000,810.000,0.313,0.470,0.409,0.581
1.000,4.000,1.000,148.614,0.000,810.000,0.327,0.511,0.403,0.431
1.000,4.000,1.000,149.542,0.000,810.000,0.387,0.503,0.449,0.380
1.000,4.000,3.000,150.539,1.000,820.000,0.402,0.547,0.574,0.426
1.000,4.000,3.000,151.477,1.000,830.000,0.507,0.598,0.493,0.477
1.000,4.000,3.000,152.444,0.000,830.000,0.572,0.582,0.448,0.431
1.000,4.000,3.000,153.447,0.000,830.000,0.481,0.594,0.451,0.561
1.000,4.000,2.000,154.404,1.000,840.000,0.657,0.621,0.490,0.549
1.000,4.000,2.000,155.346,0.000,840.000,0.605,0.719,0.388,0.633
1.000,4.000,4.000,156.354,0.000,840.000,0.560,0.685,0.395,0.415
1.000,4.000,2.000,157.311,1.000,850.000,0.472,0.739,0.376,0.501
1.000,4.000,2.000,158.218,0.000,850.000,0.476,0.654,0.388,0.465
1.000,4.000,3.000,159.224,0.000,850.000,0.504,0.706,0.463,0.543
1.000,4.000,3.000,160.167,0.000,850.000,0.657,0.701,0.327,0.490
1.000,4.000,1.000,161.080,0.000,850.000,0.612,0.700,0.366,0.464
1.000,4.000,1.000,162.078,1.000,860.000,0.744,0.730,0.393,0.370
1.000,4.000,1.000,163.050,0.000,860.000,0.698,0.531,0.412,0.386
1.000,4.000,3.000,164.018,0.000,860.000,0.631,0.527,0.302,0.317
1.000,4.000,2.000,164.985,0.000,860.000,0.654,0.556,0.300,0.485
1.000,4.000,4.000,165.977,1.000,870.000,0.746,0.605,0.434,0.563
1.000,4.000,4.000,166.910,1.000,880.000,0.666,0.507,0.405,0.465
1.000,4.000,4.000,167.912,1.000,890.000,0.675,0.685,0.436,0.398
1.000,4.000,4.000,168.864,0.000,890.000,0.740,0.696,0.339,0.376
1.000,4.000,4.000,169.842,1.000,900.000,0.658,0.592,0.274,0.417
1.000,4.000,4.000,170.794,0.000,900.000,0.651,0.525,0.342,0.381
1.000,4.000,4.000,171.712,0.000,900.000,0.669,0.411,0.310,0.388
1.000,4.000,3.000,172.714,1.000,910.000,0.615,0.344,0.286,0.302
1.000,4.000,3.000,173.661,1.000,920.000,0.635,0.297,0.264,0.393
1.000,4.000,3.000,174.639,0.000,920.000,0.561,0.381,0.277,0.433
1.000,4.000,2.000,175.606,0.000,920.000,0.630,0.350,0.352,0.467
1.000,4.000,2.000,176.588,1.000,930.000,0.603,0.284,0.478,0.551
1.000,4.000,2.000,177.536,1.000,940.000,0.559,0.422,0.507,0.591
1.000,4.000,2.000,178.498,1.000,950.000,0.603,0.591,0.554,0.607
1.000,4.000,2.000,179.410,0.000,950.000,0.645,0.654,0.639,0.536
1.000,4.000,2.000,180.377,1.000,960.000,0.727,0.641,0.570,0.639
1.000,4.000,2.000,181.320,1.000,970.000,0.651,0.557,0.337,0.662
1.000,4.000,2.000,182.327,1.000,980.000,0.561,0.500,0.439,0.631
1.000,4.000,2.000,183.244,0.000,980.000,0.429,0.475,0.360,0.618
1.000,4.000,2.000,184.237,1.000,990.000,0.446,0.629,0.275,0.593
1.000,4.000,2.000,185.154,1.000,1000.000,0.498,0.681,0.312,0.551
